/title/tt0464996/	Kibris: La ley del equilibrio	1/10	one of the worst movies in last 30 years...in more than 4 different genres!!!!!!	"\nthis film must be necessary to be watched for everyone who wants to be\na cinema maker,because is full of things that never should be done in a\nfilm,there is not rhythm along all the movie,bad sequences one after\nother,really horrible martial arts sequences,one of the worst action\nscenes of all time,necessary to watch a car action scene,u could\nclearly see how the cars are running below 20-30 km per hour.......yes\ni really tell u!!, its true!!!!,it happens!!!........could u imagine a\nbetter way to resume the whole movie,i don't think so.all the\ncharacters are bad,simple,no kind of deep personalities,no\nmysterious.sorry,i have found another way to describe the whole\n""movie"",all the starting sequence longs more than 15 minutes,its like a\nmartial art combat.....and i promise u that the same kick,the same\nmovements are repeated every time,this kind of movie wins all the worst\nprizes u can imagine,it touches martial arts movies and i can say that\nit is one of the worst martial movies of all times,it touches Gothic\nand vampires world and i can say the same as before,it touches action\nmovies and again the same,it touches zombies and horror films...and the\nsame sadly conclusion.as whole resume i can just only say that this\ndirector must be crazy and if he is mad surely he is even the worst\ninto that.worst than a bad film.....1/10\n"
/title/tt0265830/	Superzan y el niño del espacio	1/10	Bad film lovers only	\nA stinker no way around it. A space boy comes to earth in a ship bigger\non the inside than the outside and is waylaid by an evil scientist\nlooking to use his knowledge for evil.Can Superzan save the day? Does\nanyone care? Probably not.Laughably bad masked hero film has lots of capes, home movie level\nprops and an intelligence level that is beyond low. I watched this\nhorrified that anyone would have put this into theaters and expected\npeople to pay for it. I mean the ray gun used by some of the bad guys\nis clearly a child's toy.It's awful, I mean really bad.Yes it's unintentionally funny, but there aren't enough laughs to\njustify what will amount to 80 minutes of your life wasted.avoid.\n
/title/tt0191989/	The End of a Dynasty	1/10	The 1 out of 10 user rating is well deserved	\nI approached this short with some hope of gaining fun insight into the\nKennedy assassination. After eleven minutes I am more stupider than\nbefore and Scythe contract-player George Thompson has elevated from\nnumber 6 to 3 on my sh!t list. Opening with a killer title sequence\nthat cruelly tricks its human viewers into thinking they're in for a\nEuro slice of heaven, we are quickly transported to hellhole-nowhere\nFairbanks where a bunch of teens pose, masquerade and giggle like\ncomplacent Calvin Klein modelsonly with acne, frizzy hair, visible\nbody odor and, in the case of one poor fat slob, the girth of a\nVolkswagen. Pretentiously divided like chapters from a book, this film\n(ahem) chronicles each Kennedy death with as much visual panache and\naudio creativity as a public access show run by heavy metal\njournalists. One particularly flinching scene has a teen injecting\nheroin into his veins. What is the point of this nonsense? Has director\nMike A. Martinez lost his marbles? Why must serious issues such as drug\nuse and public assassinations be treated with such indignity and\ncarelessness? And scientists wonder why our society is so corrupted and\nill-informed. Powerful cameo by the director shooting dry rounds of a\ncap gun into JFK and subsequently fleeing the scene like a robotic\nscarecrow with a stick in his ass.Unfortunately, the outtakes have been edited into the movie. Yes folks,\nfor the first time ever, a movie has included its outtakes as actual\ncuts in the final film, and while credit must be given to the editor\nfor brazenly adopting such a controversial technique, it becomes\ntiresome and overstayed once we see it for 80 percent of the movie (it\nshould also be pointed out they're not funny either). Also not funny is\nthe condescending plot narration and convoy of mini-vans posing as\nautomobiles in 1963 (apparently it snows in Texas, too). What is funny\nis the direction, writing, wardrobe, lighting and sex life for all the\nactors in the movie.\n
/title/tt0198000/	Venice Bound	9/10	A strong imaginative film without the Hollywood gloss	"\n\nThis film was an interesting display of how ingenuity can outshine\nHollywood's sometimes overabundance of money. While obviously shot on a\nshoestring budget, this clever caper movie for Generation X has an\nhonesty and grit to it that makes it far more memorable than the usual\nHollywood fare. Each of the three main characters stands out\ndramatically from one another, and yet there is no suspension of\ndisbelief required that they can all share the same goals, however\nbriefly. It's worth it to stay with this one until the characters all\nmeet as the story takes on a new dimension from this point on. Produced\nbefore ""Pulp Fiction"", this is an example of how modern filmmakers of\nthe world use experimental structure to their story's advantage.\n\n"
/title/tt0198000/	Venice Bound	9/10	Wonderful, lo-fi Gen-X storytelling.	"\n\nSeeing this film was a pleasant surprise at the Hamburg Film Festival back\nin '95-96. ""Venice Bound"" is just the type of U.S. indie film one used to\nexpect at smaller European film festivals in the not too distant past\nbefore\nHollywood co-opted the occasion in order to stage B-grade world-premieres\nof\nflashy feature films soon to be available on pay-per-view.\nEverything about this movie worked for me because it was so soaked in\ngenre.\nThe mid-nineties, post-Nirvana, pre-""Friends"" lost generation, back when\na\nwell-meaning kid from the hood could still get mixed up with the mob if he\ngot into money troubles.  Back when it was o.k. to be a drifter, find\nyourself, or just be weird.\nMore than specifics about the film, I remember being interested,\nengrossed,\nvindicated while watching it. Go see this flick if you ever find a\nVHS-copy\nsomewhere (I haven't seen one, though).  Go on, you'll like\nit.\n"
/title/tt0192735/	Vacations	9/10	A woman between two loves : as a mother and her passion for a man . . .	"\n""Vacations"". Also called ""Stronger than Love"" is a play by M.L.Regas\nand J.Albornoz who adapted for the screen and signed the script. An\nintimate comedy-drama carefully filmed. Luis Mottura, who was a\nprestigious theatre director, shot about seven films between 1943 and\n1956. Mecha Ortiz worked in the theatre under his command during nearly\ntwo decades. In this occasion Mottura surpasses as a film technician.A\nclever view of an upper middle-class woman and her family. Shades and\nbrightness share the different sequences according to each situation.\nPassion is lighted by fresh moments in which the young people are\ninvolved. Approaching the end the film gets to its best. Mecha Ortiz as\nEstela shows the different emotions in her character through the film\nwhich she knows how to make them real. Beauty, smartness and the touch\nof her distinct deep voice accompanying her. As her partner, Francisco\nMartinez Allende plays her lover John.Amalia Sanchez Ariño, Manuel\nCollado, Maruja Gil Quesada, Leticia Scury, Jesus Pampin and the young\npeople: Susana Canales, Ricardo Duggan, Juan Carlos Altavista, Luis\nZabala, Norma Gimenez and Lilian Valmar.Outstanding photography by\nMario Pages.Setting by Gori Muñoz and Francisco Cardenas. The score by\nAlejandro Gutierrez del Barrio.\n"
/title/tt0192735/	Vacations	9/10	A woman between two loves : as a mother and her passion for a man . . .	"\n""Vacations"". Also called ""Stronger than Love"" is a play by M.L.Regas\nand J.Albornoz who adapted for the screen and signed the script. An\nintimate comedy-drama carefully filmed. Luis Mottura, who was a\nprestigious theatre director, shot about seven films between 1943 and\n1956. Mecha Ortiz worked in the theatre under his command during nearly\ntwo decades. In this occasion Mottura surpasses as a film technician.A\nclever view of an upper middle-class woman and her family. Shades and\nbrightness share the different sequences according to each situation.\nPassion is lighted by fresh moments in which the young people are\ninvolved. Approaching the end the film gets to its best. Mecha Ortiz as\nEstela shows the different emotions in her character through the film\nwhich she knows how to make them real. Beauty, smartness and the touch\nof her distinct deep voice accompanying her. As her partner, Francisco\nMartinez Allende plays her lover John.Amalia Sanchez Ariño, Manuel\nCollado, Maruja Gil Quesada, Leticia Scury, Jesus Pampin and the young\npeople: Susana Canales, Ricardo Duggan, Juan Carlos Altavista, Luis\nZabala, Norma Gimenez and Lilian Valmar.Outstanding photography by\nMario Pages.Setting by Gori Muñoz and Francisco Cardenas. The score by\nAlejandro Gutierrez del Barrio.\n"
/title/tt0192735/	Vacations	9/10	A woman between two loves : as a mother and her passion for a man . . .	"\n""Vacations"". Also called ""Stronger than Love"" is a play by M.L.Regas\nand J.Albornoz who adapted for the screen and signed the script. An\nintimate comedy-drama carefully filmed. Luis Mottura, who was a\nprestigious theatre director, shot about seven films between 1943 and\n1956. Mecha Ortiz worked in the theatre under his command during nearly\ntwo decades. In this occasion Mottura surpasses as a film technician.A\nclever view of an upper middle-class woman and her family. Shades and\nbrightness share the different sequences according to each situation.\nPassion is lighted by fresh moments in which the young people are\ninvolved. Approaching the end the film gets to its best. Mecha Ortiz as\nEstela shows the different emotions in her character through the film\nwhich she knows how to make them real. Beauty, smartness and the touch\nof her distinct deep voice accompanying her. As her partner, Francisco\nMartinez Allende plays her lover John.Amalia Sanchez Ariño, Manuel\nCollado, Maruja Gil Quesada, Leticia Scury, Jesus Pampin and the young\npeople: Susana Canales, Ricardo Duggan, Juan Carlos Altavista, Luis\nZabala, Norma Gimenez and Lilian Valmar.Outstanding photography by\nMario Pages.Setting by Gori Muñoz and Francisco Cardenas. The score by\nAlejandro Gutierrez del Barrio.\n"
/title/tt0413051/	No Longer My Twin	1/10	Horrible	"\nThis is absolutely the worst video I have ever watched. The editing,\nlighting, camera work, acting... All are horrible. This film has\ncreated a new genre for itself... It is so bad that it is not even\nfunny. There is absolutely no continuity in this film at all. The main\nactress walks out of her house, and it is winter time, 20 seconds\nlater, she walks into the forest in the middle of summer, with green\nleafy trees LOL. This film ""stars"" Robert G. Christie. He basically\nruins the entire movie. I would normally suggest aspiring\nactors/directors/DPs to watch a poor film like this to ensure they\nunderstand what the basics Don't'S are... This film is so bad, that you\ncan't even get a laugh out of it. Well, in the end the ""lead"" ""actor""\nRobert G. Christie puts on a stellar performance as he runs through a\ncemetery wearing his old clothes and Velcro sneakers.I was tricked into believing this film was a Supernatural Thriller\nabout a woman who's dead twin comes back to haunt her. It turns out,\nthis film is about her husband, Robert G. Christie and how he is\nsoooooo desirable that the spirits were never chasing his wife, they\nwere actually after him.This movie is a sad look into the painful and often misleading world of\nclinical Narcissists.""He wears a sadness""\n"
/title/tt0413051/	No Longer My Twin	5/10	Negative people have no value	\nWhat is it with this mystery critic with the obsession with Rob\nChristie? This same man (or unidentified as either sex) keeps bashing\nother people's efforts to do something creative and different with\ntheir talent & time. No Longer My Twin was Christie's first feature\nfilm and as with most people, you try and you learn. The comments made\nby this person are neither constructive or valuable - he does not offer\nany kind of useful information - only forcing his premature,\ninadequate, uneducated, vengeful, trivial OPINION on everyone else.\nInsult slinging is juvenile and not a talent in itself - just another\nirritant. Who needs more aggravation in their lives? Nobody! So, Mr.\nNegativity man, just open another bag of chips over your keyboard and\ntry to find someone over the internet who might actually want to hear\nfrom your sorry self! No Longer My Twin is no blockbuster, but the idea\nwas interesting and with some work, could be salvaged & re-shot with\nthe appropriate cast & crew. Mr. Christie still has a chance to do a\nwonderful feature film someday, because he will not let anyone destroy\nhis vision; perseverance, determination, and having an open mind are\nkey attributes in this business, and this is something we could all\nbenefit by following this example. Bashing people and creativity is\nsomething that no one is looking for, so while Mr. Negativity alienates\nthe rest of the world from himself, the rest of us will keep moving\nforward careful of who we choose to associate with as we all like\njumping on the moving train to positivity!!! Sandra L. O'Brien\n
/title/tt0257407/	The Antwerp Killer	1/10	Movie manages to unity people: everyone agrees this is really really awful	"\n\nIt's not easy to find information on The Antwerp Killer. Maybe all those\ninvolved hoped memories of this film would slowly fade away. Bad luck for\nthem as I managed to find a copy of a film most video stores don't (want to)\nown. Ever since I found it, many have either desperately asked me to lend it\nto them (some even reviewed it after viewing - see elsewhere on this page)\nor even more desperately begged me never to show it. At last another movie\nwhere everyone agrees: it's hard to find a bigger turkey. And to prove that\npoint in case you're one of the millions who never saw the film, here are\nsome examples:* The movie opens with a girl who's stabbed by the killer. As the girl (it\nwould be a stretch to call her 'actress') isn't really stabbed, fake blood\nis needed to shoot this scene. The fake blood is hidden in a small bag under\nher blouse and we see her press on her stomach to get the blood out of the\nbag. Okay, but what about the blood dripping out of her mouth? After all the\nscene was shot in a pretty dark alley. Oh, no problem, the 'actress' will\njust turn her head to the camera so we can enjoy the fake blood more.\nSplendid thinking there!* In the second scene (the one after the credits - no use speaking of\nopening or end credits as the same credits are used in the beginning and end\nof the movie) the young man who discovered the body is arrested for doing\nsomething highly suspicious: apparently the people of Antwerp weren't\nallowed to ""walk in dark streets"" at night. See, movies always teach you\nsomething.* Especially if a movie have scenes from news bulletins. But because this\nmovie is evidently no-budget, this scene had to be faked and instead we can\nwatch the heroine watch the news. The camera is placed behind the television\nset and all we see is her watching the news. All we hear is an actor\npretending to be a news journalist. But how can this same actor pretend to\nbe the correspondent too (let's not spend our budget on two voice-over\nactors if one can do the trick)? I'll tell you: by pinching his nose while\nhe's speaking. The effect is staggering and so are the facts: the murdered\ngirl in the news bulletin appears to be 22 in the beginning of the bulletin\nand 24 at the end. Did anyone ever check the script, I\nwonder.* To protect our heroine from the Antwerp Killer, the police decide to lock\nup her in jail for a few nights. She doesn't like the idea and tries to run\naway, which leads to possibly the only movie chase INSIDE a police building.\nThat's right, she runs around chairs and tables. Exciting is one\ndescription, mind-boggling another. * There are plenty of horrible but laughable scenes left in this movie, even\nif it only lasts 51 minutes. And the only reason they got to 51 minutes was\nby inserting a dream sequence of 7 minutes (using almost all the footage\nfrom earlier and later in the movie) and filming 3 minutes of roofs and\nbuildings in Antwerp. Why? To show the killer is somewhere out there. Oh, in\nthat case it makes sense. Ermm.* One more example of another scene that should be added to movie history is\nthe scene at the docks. Before this scene the police officer is on the\nphone, talking to his superior and asks if the superior had heard about the\n'tip off'. Apparently mobsters were going to sell drugs at the docks. Was\nthe officer informed by underground connections? Nope, he read it on page 1\nof the paper. Oh, the good old times when newspapers still told you where\nmobsters would meet! Then it's time for the scene at the docks. We see how\nsomething goes wrong with the transaction (one mobster simply drops the\nsuitcase) and how smooth mobsters are at pulling their guns (one only needed\n3 attempts).""The Antwerp Killer""... let's start lobbying for a DVD\nrelease.\n"
/title/tt0257407/	The Antwerp Killer	1/10	The Antwerp Shame.	\n\nTo be kind to everybody involved in this drab little picture I'll not\nmention their names. What can be said about a film without plot, with a\nscript so abominably awful it should encourage all wannabe screenwriters\nto\nhave a go since whatever they would produce could hardly be worse than\nthis.\nThis Belgian take on the crime/giallo genremovie has some people lying on\nthe ground covered in ketchup after a young man has stabbed them. When the\nblood on the mouth of one lady victim isn't visible enough she turns her\nhead towards the light; a cool thing to do when one considers the fact\nthat\nthere isn't supposed to be any light in the alley where she lies dying.\nThe\nsound balance is non-existent and when microphones are hidden under\nbartables, the 'actors' tend to forget this so a lot of thumping can be\nenjoyed by all. We c
